Date,usd_inr_rate,usd_inr_change_1d,usd_inr_change_5d,usd_inr_change_20d,usd_inr_momentum,usd_inr_volatility,inr_weakness_score
2023-06-22,81.94149780273438,-0.0006134832888845532,-0.0012615073255022313,-0.0093358360735879,-0.000252095040750433,0.0015676038903028012,-0.0006994740254296206
2023-06-23,81.91929626464844,-0.00027094376697123224,8.056658520905202e-05,-0.009944239709223646,1.6225398418101555e-05,0.0015568558437309334,-7.933991170034683e-05
2023-06-26,81.98480224609375,0.0007996404318915129,0.0008545426790280697,-0.007144992758178592,0.00017101212583277016,0.001539271561845333,0.0006275226142148572
2023-06-27,82.00650024414062,0.0002646587837309422,0.00030617564654700224,-0.006941130015597041,6.134327123865634e-05,0.0015428775823182138,0.00021611918882807448
2023-06-28,81.99839782714844,-9.88021311489895e-05,8.048885862055322e-05,-0.00829062377970502,1.621400572353604e-05,0.0014975317607560433,-1.0509993156369028e-05
2023-06-29,82.02649688720703,0.0003426781596127526,0.0010373142638577804,-0.007745607114078901,0.0002074462954229972,0.0015065675149598997,0.0005104994316293344
2023-06-30,82.07540130615234,0.0005962027003609816,0.0019055954899758198,-0.0024466412442234464,0.00038087558888943995,0.0011220390461333363,0.0009244224038039706
2023-07-03,82.09629821777344,0.00025460626799911346,0.0013599590244177673,-0.0038041526560328442,0.00027186875611096006,0.0010498962293948916,0.0005913908413582636
2023-07-04,81.95010375976562,-0.001780767966175656,-0.0006877074891271651,-0.0068002427759903394,-0.00013721659387035955,0.0010513810278873477,-0.0009597844113695198
2023-07-05,82.0071029663086,0.0006955355018227749,0.0001061623079332552,-0.006181665272704695,2.165093272399332e-05,0.001073263773072439,0.0003165581729262845
2023-07-06,82.39409637451172,0.004719023038310732,0.004481472466271175,-0.0027113507164149286,0.0008969199084635892,0.001525440656679866,0.0035011269277447224
2023-07-07,82.76840209960938,0.004542870685738221,0.008443465184800658,0.003395700998510387,0.001686253505539037,0.0018087336565453477,0.004856063881397196
2023-07-10,82.61530303955078,-0.0018497283525462649,0.006321902851217587,0.0020680710758309573,0.0012653865814299613,0.0018590786072055709,0.0015362954887757582
2023-07-11,82.52529907226562,-0.0010894345717290532,0.007018847885613022,0.002284541258463113,0.001403653260319282,0.001851074618175781,0.00209097651508807
2023-07-12,82.39990234375,-0.0015194943844532016,0.004789821408552664,0.0013307105426894061,0.0009606472830640866,0.001881541749476471,0.0011173428537037443
2023-07-13,82.00180053710938,-0.0048313383307161395,-0.004761212934713321,-0.0005265114607838628,-0.0009494249907412878,0.002074833618151862,-0.0036457267099228386
2023-07-14,82.03079986572266,0.00035364258374004365,-0.008911640374536067,0.0014418158832785188,-0.0017872706111409231,0.002041938338849585,-0.0030682162622070797
2023-07-17,82.07679748535156,0.0005607359638599707,-0.006518230090391541,0.001977602692512681,-0.001305177747859676,0.0020447748020168033,-0.002122727965931377
2023-07-18,82.06159973144531,-0.0001851650450782616,-0.005618875012064595,0.000978273068845903,-0.0011243238425295177,0.0020386482443821674,-0.002097025674409538
2023-07-19,82.07540130615234,0.00016818554296049726,-0.003938124055583581,0.0010196496101315677,-0.0007867878570467779,0.002038750294704646,-0.0013501993566049086
2023-07-20,82.06169891357422,-0.00016694883436529917,0.0007304519665727316,0.0014669137624163664,0.00014609004222339018,0.002033506459863326,0.00019618306889271684
2023-07-21,82.0823974609375,0.00025223152380848823,0.0006290027075110949,0.001990998503724306,0.0001258078302370791,0.0020321831722251845,0.0003273357708478475
